"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL5082569";"";"None";"374.29";"0";"1.79";"31b";"CN(C)c1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F";"EC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"19.60";"0.40";"5.55";"8.02";"0";"CHEMBL5037009";"Potentiation of CFTR F508del mutant (unknown origin) expressed in CHO cells assessed as chloride transport by measuring membrane potential incubated for 5 to 30 mins in presence of forskolin by Quattro assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5036320";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Time_Lower = 5.0 min | Time_Upper = 30.0 min";"ACTIVATOR"
"CHEMBL1949980";"";"None";"439.56";"1";"5.67";"5; PG-01";"CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1";"EC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"14.98";"0.27";"0.92";"10.10";"0";"CHEMBL5037011";"Potentiation of CFTR F508del mutant (unknown origin) expressed in FRT cells assessed as chloride transport by measuring membrane potential in presence of forskolin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5036320";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"ACTIVATOR"
"CHEMBL4453036";"";"None";"563.60";"2";"6.30";"rac-72";"CCOC(=O)c1cc(C)cc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)c1";"EC50";"'='";"1160.0";"nM";"5.94";"";"";"UO_0000065";"10.53";"0.20";"-0.36";"7.14";"0";"CHEMBL4432801";"Corrector activity at CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells incubated for 18 to 24 hrs by CSE-HRP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431371";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";""
"CHEMBL4087035";"";"None";"466.41";"0";"4.94";"6k";"CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"15.65";"0.32";"2.36";"9.60";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4171265";"";"None";"416.41";"0";"4.51";"6d";"O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"13.86";"0.27";"1.26";"7.15";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4551092";"";"None";"561.64";"2";"6.88";"7";"COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1";"EC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"11.10";"0.21";"-0.64";"8.20";"0";"CHEMBL4316537";"Corrector activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells measured at 18 to 24 hrs in presence of 3-((2R,4S)-4-(1-(2,2-difluorobenzo[d][1,3]dioxol-5-yl)cyclopropanecarboxamido)-7-methoxychroman-2-yl)benzoic acid by HRP based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL4551092";"";"None";"561.64";"2";"6.88";"7";"COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1";"EC50";"'='";"173.0";"nM";"6.76";"";"";"UO_0000065";"12.04";"0.23";"-0.12";"8.89";"0";"CHEMBL4316535";"Corrector activity at forskolin-stimulated CFTR F508del mutant in human NHBE cells after 18 to 24 hrs in presence of GLPG1873 by voltage-clamp based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL2018593";"";"None";"359.43";"0";"3.35";"36";"Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1";"EC50";"'='";"8200.0";"nM";"5.09";"";"";"UO_0000065";"14.15";"0.26";"1.74";"5.61";"0";"CHEMBL2020568";"Activity at human CFTR delta F508 mutant expressed in forskolin-stimulated FRT cells assessed as increase in iodine influx measured as decrease in YFP fluorescence after 18 to 24 hrs at 37 degC in presence of genistein";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016518";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL1583913";"";"None";"390.44";"0";"3.27";"CoPo-01";"COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC";"EC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"13.88";"0.26";"2.15";"5.63";"0";"CHEMBL4368066";"Corrector activity at CFTR F508del mutant (unknown origin) expressed in rat FRT cells assessed as iodide influx preincubated for 18 to 24 hrs followed by compound wash out and addition of forskolin and genistein by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364316";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL3358692";"";"None";"407.88";"0";"4.58";"2c";"COc1ccc(Cl)cc1Nc1nnc(-c2csc(NC(=O)C(C)(C)C)n2)o1";"EC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"15.15";"0.31";"1.60";"6.05";"0";"CHEMBL3383566";"Activity of human CFTR F508 deletion mutant expressed in FRT cells assessed as potentiation of genistein-induced iodine ion influx after 24 hrs by YFP-H148Q/I152L fluorescent quenching assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3745870";"";"None";"457.63";"0";"3.15";"13";"CN1CCN(CCCNc2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"8.74";"0.16";"0.85";"6.62";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL3746219";"";"None";"491.04";"0";"4.20";"22";"CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)C1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"8.15";"0.16";"-0.20";"6.11";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL3747771";"";"None";"499.71";"0";"3.90";"27";"CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1";"EC50";"'='";"302.0";"nM";"6.52";"";"";"UO_0000065";"13.05";"0.24";"2.62";"12.63";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL2018575";"";"None";"374.44";"0";"3.57";"33";"COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1";"EC50";"'='";"3019.95";"nM";"5.52";"";"";"UO_0000065";"14.74";"0.27";"1.95";"6.34";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL2018580";"";"None";"404.47";"0";"3.58";"38";"COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1";"EC50";"'='";"4168.69";"nM";"5.38";"";"";"UO_0000065";"13.30";"0.24";"1.80";"5.59";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4163314";"";"None";"487.63";"1";"5.65";"60";"Cc1nc(NC(=O)C(C)(C)C)sc1-c1cc(Cc2ccccc2)n(C(=O)NCc2ccccc2)n1";"EC50";"'='";"758.58";"nM";"6.12";"";"";"UO_0000065";"12.55";"0.24";"0.47";"6.88";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4169748";"";"None";"396.44";"0";"4.66";"3e";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1";"EC50";"'='";"891.25";"nM";"6.05";"";"";"UO_0000065";"15.26";"0.30";"1.39";"10.01";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4173166";"";"None";"443.32";"0";"4.97";"4b";"O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1";"EC50";"'='";"4897.79";"nM";"5.31";"";"";"UO_0000065";"11.98";"0.27";"0.34";"8.78";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4174487";"";"None";"380.43";"0";"3.91";"5a";"O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1";"EC50";"'='";"1819.7";"nM";"5.74";"";"";"UO_0000065";"15.09";"0.29";"1.83";"7.11";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4175544";"";"None";"394.45";"0";"4.22";"5d";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1";"EC50";"'='";"3890.45";"nM";"5.41";"";"";"UO_0000065";"13.72";"0.26";"1.19";"6.71";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4796687";"";"None";"538.67";"2";"7.17";"7g";"CCCCCc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1";"EC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"11.82";"0.22";"-0.80";"8.21";"0";"CHEMBL4711165";"Correction activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP preincubated for 24 hrs followed by forskolin and genistein addition for 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 24.5 hr";"ACTIVATOR"
"CHEMBL4752374";"";"None";"550.66";"2";"7.17";"7l";"O=C(c1ccc(-c2cccs2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1";"EC50";"'='";"1060.0";"nM";"5.97";"";"";"UO_0000065";"10.85";"0.21";"-1.20";"7.71";"0";"CHEMBL4711165";"Correction activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP preincubated for 24 hrs followed by forskolin and genistein addition for 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 24.5 hr";"ACTIVATOR"
"CHEMBL4754263";"";"None";"544.63";"2";"7.11";"7o";"O=C(c1cccc(-c2ccccc2)c1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1";"EC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"12.12";"0.23";"-0.51";"8.52";"0";"CHEMBL4711165";"Correction activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP preincubated for 24 hrs followed by forskolin and genistein addition for 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 24.5 hr";"ACTIVATOR"
"CHEMBL2103870";"LUMACAFTOR";"4.0";"452.41";"0";"4.75";"VX-809";"Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1";"Kd";"'='";"72800.0";"nM";"4.14";"";"";"UO_0000065";"9.15";"0.17";"-0.61";"4.23";"0";"CHEMBL4711172";"Binding affinity to His-tagged human CFTR-F508del mutant by surface plasmon resonance assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706592";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"ACTIVATOR"
"CHEMBL4785210";"";"None";"419.38";"0";"1.51";"13";"C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N";"EC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.98";"0.39";"6.45";"6.05";"0";"CHEMBL4775864";"Potentiation of CFTR F508del mutant (unknown origin) expressed in human CFBE41o- cells co-expressing YFP incubated for 10 mins by halide potentiator assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765492";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1667 hr";"ACTIVATOR"
"CHEMBL3747159";"";"None";"432.55";"0";"3.74";"45";"Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"15.49";"0.29";"2.96";"11.72";"0";"CHEMBL3748920";"Corrector activity at human CFTR F508 deletion mutant expressed in FRT cells incubated for 25 mins with forskolin by YFP-based fluorescence analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745695";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL3746126";"";"None";"486.62";"0";"3.55";"41";"CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(OC)cc2)CC3)C1";"EC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"13.40";"0.25";"2.97";"8.73";"0";"CHEMBL3748920";"Corrector activity at human CFTR F508 deletion mutant expressed in FRT cells incubated for 25 mins with forskolin by YFP-based fluorescence analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745695";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL4547279";"";"None";"564.60";"2";"5.26";"12";"COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1";"EC50";"'='";"213.0";"nM";"6.67";"";"";"UO_0000065";"11.82";"0.23";"1.41";"6.79";"0";"CHEMBL4316535";"Corrector activity at forskolin-stimulated CFTR F508del mutant in human NHBE cells after 18 to 24 hrs in presence of GLPG1873 by voltage-clamp based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL4746459";"";"None";"444.29";"0";"3.52";"11";"CCOC(=O)Cc1csc(N(CC)C(=O)c2ccc(I)cc2)n1";"EC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"12.37";"0.33";"1.97";"9.24";"0";"CHEMBL4669550";"Potentiation of CFTR F508 deletion mutant (unknown origin) expressed in CFBE41o- cells coexpressing HS-YFP assessed as increase in intracellular cAMP content incubated for 20 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665741";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"TIME = 0.3333 hr";"OPENER"
"CHEMBL1882863";"";"None";"400.48";"0";"3.69";"44";"COc1cccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4cc3C#N)CC2)c1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.99";"0.18";"0.31";"5.76";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4165261";"";"None";"398.87";"0";"4.86";"4a";"O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1";"EC50";"'='";"2884.03";"nM";"5.54";"";"";"UO_0000065";"13.89";"0.28";"0.68";"9.16";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4171047";"";"None";"394.45";"0";"4.22";"5c";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(O)c1";"EC50";"'='";"1202.26";"nM";"5.92";"";"";"UO_0000065";"15.01";"0.29";"1.70";"7.34";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4073541";"";"None";"449.45";"1";"5.42";"5";"O=C(NC1CC(c2ccccc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"12.46";"0.23";"0.18";"9.86";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
