Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES,Data_Source,BindingDB Reactant_set_id
CHEMBL4085942,EC50,1000.0,C21H15N3O3,O=c1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2n1Cc1ccccc1,CHEMBL,
CHEMBL75680,EC50,150.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL75680,EC50,140.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL75680,EC50,111.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL4176184,EC50,7900.0,C24H19ClN2OS,O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL,
CHEMBL4176184,EC50,16000.0,C24H19ClN2OS,O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL,
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746059,EC50,1412.54,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3745838,EC50,700.0,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL,
CHEMBL3745838,EC50,1900.0,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL,
CHEMBL3745838,EC50,707.95,C26H29ClN6O,CC(=O)NC1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)CC1,CHEMBL,
CHEMBL3597884,EC50,9500.0,C13H11N3S3,CSc1cccc(Nc2nc(-c3nccs3)cs2)c1,CHEMBL,
CHEMBL3597889,EC50,5700.0,C20H17N3S3,CSc1cccc(Nc2nc(-c3sc(-c4ccccc4)nc3C)cs2)c1,CHEMBL,
CHEMBL3597853,EC50,53000.0,C16H13ClN2S2,CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL,
CHEMBL3597853,EC50,5300.0,C16H13ClN2S2,CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL,
CHEMBL3356627,EC50,200.0,C18H16N2O2,CCc1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356646,EC50,42.0,C22H21N3O2,CC(C)(C)c1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL,
CHEMBL3356646,EC50,9.0,C22H21N3O2,CC(C)(C)c1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL,
CHEMBL3356632,EC50,200.0,C19H18N2O2,CC(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL,
CHEMBL3597937,EC50,15000.0,C14H11ClN2S3,CSc1cccc(Nc2nc(-c3cc(Cl)cs3)cs2)c1,CHEMBL,
CHEMBL3357141,EC50,5.0,C20H20N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357141,EC50,3.0,C20H20N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3356645,EC50,100.0,C20H17N3O2,CCc1c[nH]c2cc(NC(=O)c3c[nH]c4ccccc4c3=O)ccc12,CHEMBL,
CHEMBL4059537,EC50,136.0,C17H22N4O3S,CC1(C)Cc2c(sc(NC(=O)Cc3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL4083374,EC50,1320.0,C17H24N2O4S,CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4083374,EC50,15.0,C17H24N2O4S,CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4059736,EC50,162.0,C19H22N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4059736,EC50,4.0,C19H22N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL3357140,EC50,100.0,C20H19FN2O2,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1F,CHEMBL,
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3356626,EC50,1300.0,C16H12N2O2,O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3357142,EC50,45.0,C20H19FN2O3,CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357142,EC50,2.0,C20H19FN2O3,CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3356638,EC50,5600.0,C17H12N4O2,O=C(Nc1ccc2cn[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356633,EC50,800.0,C20H14N2O2,O=C(Nc1ccc2ccccc2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356621,EC50,16000.0,C24H20N2O,O=C(c1cnc2ccccc2c1)N(Cc1ccccc1)Cc1ccccc1,CHEMBL,
CHEMBL2018590,EC50,4300.0,C23H24N4O2,COc1ccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL,
CHEMBL2018590,EC50,4265.8,C23H24N4O2,COc1ccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL,
CHEMBL4554422,EC50,14000.0,C19H18N4OS,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1,CHEMBL,
CHEMBL4554422,EC50,14000.0,C19H18N4OS,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1,CHEMBL,
CHEMBL4175544,EC50,3900.0,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1,CHEMBL,
CHEMBL4175544,EC50,3890.45,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1,CHEMBL,
CHEMBL3746756,EC50,3100.0,C27H35N7,CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746756,EC50,3090.3,C27H35N7,CN1CCN(CCCNc2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL4070362,EC50,2000.0,C16H19F4N5O,CCN(CC)c1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL3747046,EC50,1500.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,11700.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,1513.56,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3948182,EC50,39.05,C28H36N2O4,COc1ccc(C2(C(=O)Nc3ccc4c(c3)cc(C(C)(C)C)n4C[C@@H](O)CO)CC2(C)C)cc1,CHEMBL,
CHEMBL3746321,EC50,2300.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3746321,EC50,10900.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3746321,EC50,2290.87,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3747159,EC50,200.0,C25H29FN6,Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1,CHEMBL,
CHEMBL3747159,EC50,500.0,C25H29FN6,Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCN4CCCC4)c3C2)cc1,CHEMBL,
CHEMBL2018584,EC50,3700.0,C23H24N4O3,COc1cccc(OC)c1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL,
CHEMBL2018584,EC50,3715.35,C23H24N4O3,COc1cccc(OC)c1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL,
CHEMBL3356634,EC50,6100.0,C18H13N3O2,O=C(Nc1ccc2[nH]ccc2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356625,EC50,3500.0,C25H21NO2,O=C(c1ccc2ccccc2c1O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL,
CHEMBL260775,EC50,2300.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,1100.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,3000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,1096.48,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,2800.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL3357142,EC50,45.0,C20H19FN2O3,CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357142,EC50,2.0,C20H19FN2O3,CC(C)(C)c1cc(F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL4444352,EC50,11000.0,C22H19FN4O2,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL,
CHEMBL4444352,EC50,4200.0,C22H19FN4O2,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL,
CHEMBL4444352,EC50,11000.0,C22H19FN4O2,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL,
CHEMBL4444352,EC50,4200.0,C22H19FN4O2,COc1ccc2nc(N3CCN(C(=O)c4ccccc4F)CC3)c(C#N)cc2c1,CHEMBL,
CHEMBL3357134,EC50,3500.0,C22H23N3O4,COC(=O)Nc1cc(NC(=O)c2c[nH]c3ccccc3c2=O)ccc1C(C)(C)C,CHEMBL,
CHEMBL3357131,EC50,400.0,C19H19N3O2,CCCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL,
CHEMBL3357132,EC50,100.0,C20H21N3O2,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL,
CHEMBL3357127,EC50,6900.0,C16H13N3O2,Nc1cccc(NC(=O)c2c[nH]c3ccccc3c2=O)c1,CHEMBL,
CHEMBL3354673,EC50,100.0,C18H13N3O2,O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3354673,EC50,100.0,C18H13N3O2,O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356629,EC50,1500.0,C20H20N2O2,CCc1cccc(CC)c1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3358694,EC50,590.0,C17H18ClN5O3S,COc1ccc(Cl)cc1Nc1nc(-c2nnc(NC(=O)C(C)(C)C)o2)cs1,CHEMBL,
CHEMBL3747654,EC50,2800.0,C25H29N7O,NC(=O)CN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747654,EC50,2818.38,C25H29N7O,NC(=O)CN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3745927,EC50,200.0,C23H25FN6O,CC(=O)NCCNc1nc(-c2ccccn2)nc2c1CN(Cc1ccc(F)cc1)CC2,CHEMBL,
CHEMBL3745927,EC50,400.0,C23H25FN6O,CC(=O)NCCNc1nc(-c2ccccn2)nc2c1CN(Cc1ccc(F)cc1)CC2,CHEMBL,
CHEMBL3747771,EC50,300.0,C30H41N7,CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1,CHEMBL,
CHEMBL3747771,EC50,302.0,C30H41N7,CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1,CHEMBL,
CHEMBL3747330,EC50,3500.0,C26H30N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3747330,EC50,3467.37,C26H30N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCC(C(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL2069572,EC50,140.0,C27H26ClN7O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,CHEMBL,
CHEMBL4793801,EC50,33.0,C17H18F3N3O5S,CC(C)(O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,CHEMBL,
CHEMBL4799994,EC50,1.1,C16H13F4N3O4S,Nc1cc(S(=O)(=O)c2ccc(F)cc2)cnc1C(=O)N1CC(O)(C(F)(F)F)C1,CHEMBL,
CHEMBL4753956,EC50,150.0,C16H11F5N4O,O=C(c1cc(C(F)(F)F)[nH]n1)N1CCc2[nH]c3c(F)cc(F)cc3c2C1,CHEMBL,
CHEMBL4104967,EC50,236.0,C17H18N2O4S,CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,CHEMBL,
CHEMBL4104967,EC50,4.0,C17H18N2O4S,CC1Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)C(C)O1,CHEMBL,
CHEMBL4751995,EC50,280.0,C30H24N2O5S,C=CCc1cc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)ccc1O,CHEMBL,
CHEMBL3597853,EC50,53000.0,C16H13ClN2S2,CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL,
CHEMBL3597853,EC50,5300.0,C16H13ClN2S2,CSc1cccc(Nc2nc(-c3cccc(Cl)c3)cs2)c1,CHEMBL,
CHEMBL4741626,EC50,120.0,C22H22N4O,CN(C)c1ccc2cc(C(=O)N3CCc4[nH]c5ccccc5c4C3)[nH]c2c1,CHEMBL,
CHEMBL4796353,EC50,160.0,C17H12F6N4O2,O=C(c1cc(C(F)(F)F)[nH]n1)N1CCc2[nH]c3ccc(OC(F)(F)F)cc3c2C1,CHEMBL,
CHEMBL4788315,EC50,870.0,C21H21N7O,NC(=O)c1ccc(-n2cnc3c(N)nc(NCCCc4ccccc4)nc32)cc1,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL3746375,EC50,100000.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2570.4,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL4173166,EC50,4900.0,C20H15BrN2O3S,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL4173166,EC50,4897.79,C20H15BrN2O3S,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL3597874,EC50,6400.0,C17H13N3O2S2,CSc1cccc(Nc2nc(-c3ccc4[nH]c(=O)oc4c3)cs2)c1,CHEMBL,
CHEMBL3597927,EC50,14000.0,C16H12Cl2N2S2,CSc1cccc(Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)c1,CHEMBL,
CHEMBL262627,EC50,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,870.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,707.95,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL2069570,EC50,1500.0,C20H21N7OS2,Cc1nc(NC(=O)C(C)(C)C)sc1-c1nc(N)sc1-n1cc(-c2ccccc2)nn1,CHEMBL,
CHEMBL2069571,EC50,4900.0,C21H23N7OS2,CNc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(-c3ccccc3)nn2)s1,CHEMBL,
CHEMBL262627,EC50,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,870.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,707.95,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL3746133,EC50,200.0,C25H33N7S,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,CHEMBL,
CHEMBL3746133,EC50,199.53,C25H33N7S,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccsc2)CC3)CC1,CHEMBL,
CHEMBL2018589,EC50,4600.0,C23H24N4O2,COc1cccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018589,EC50,4570.88,C23H24N4O2,COc1cccc(C(=O)NCCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL4071923,EC50,10.0,C19H13N3O3S,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1cccs1,CHEMBL,
CHEMBL4071923,EC50,70.0,C19H13N3O3S,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1cccs1,CHEMBL,
CHEMBL4076873,EC50,199.0,C17H21ClN4O3S,Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL,
CHEMBL4076873,EC50,11.0,C17H21ClN4O3S,Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL,
CHEMBL4076873,EC50,199.0,C17H21ClN4O3S,Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL,
CHEMBL4076873,EC50,11.0,C17H21ClN4O3S,Cc1n[nH]c(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3(C)C)c1Cl,CHEMBL,
CHEMBL4102980,EC50,421.0,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4102980,EC50,2.7,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4097262,EC50,778.0,C14H14N2O3S2,Cc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCOC3)s1,CHEMBL,
CHEMBL4079174,EC50,40.0,C13H13F4N5O,CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL4079174,EC50,31.0,C13H13F4N5O,CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL1403454,EC50,15000.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL,
CHEMBL1403454,EC50,3900.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3ccc(C)cc3cc2C#N)cc1OC,CHEMBL,
CHEMBL4465098,EC50,1320.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
